case_id,path,family,candidate,N,q,rep,iterations,release_first_med_us,release_last_med_us,release_pacing_med_us,release_to_gemm_delay_med_us,gemm_dur_med_us
case455_r1_C2_RING_SIMPLE_CH8_N4096_q4_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,4,5,80,1037.2,4338.2,1127.8,1734.7,1676.5
case456_fc_C0_DEFAULT_N4096_q4_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,4,1,80,11605.7,11605.7,,-11605.7,0.0
case457_fc_C0_DEFAULT_N4096_q4_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,4,2,80,11587.0,11587.0,,-11587.0,0.0
case458_fc_C0_DEFAULT_N4096_q4_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,4,3,80,11592.0,11592.0,,-11592.0,0.0
case459_fc_C0_DEFAULT_N4096_q4_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,4,4,80,11597.8,11597.8,,-11597.8,0.0
case460_fc_C0_DEFAULT_N4096_q4_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,4,5,80,11595.0,11595.0,,-11595.0,0.0
case461_dc_C0_DEFAULT_N4096_q4_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,4,1,80,2665.0,7551.2,1110.8,-6152.7,0.0
case462_dc_C0_DEFAULT_N4096_q4_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,4,2,80,2670.3,7583.6,1101.5,-6245.6,0.0
case463_dc_C0_DEFAULT_N4096_q4_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,4,3,80,2675.7,7553.9,1096.5,-5916.0,0.0
case464_dc_C0_DEFAULT_N4096_q4_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,4,4,80,2656.1,7488.1,1115.7,-5871.4,0.0
case465_dc_C0_DEFAULT_N4096_q4_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,4,5,80,2677.5,7612.3,1093.5,-6367.6,0.0
case466_d0_C0_DEFAULT_N4096_q4_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,1,80,11584.7,11584.7,,16.3,6745.5
case467_d0_C0_DEFAULT_N4096_q4_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,2,80,11563.9,11563.9,,16.3,6737.7
case468_d0_C0_DEFAULT_N4096_q4_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,3,80,11585.0,11585.0,,16.2,6755.4
case469_d0_C0_DEFAULT_N4096_q4_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,4,80,11543.4,11543.4,,16.3,6770.4
case470_d0_C0_DEFAULT_N4096_q4_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,5,80,11589.8,11589.8,,16.2,6754.7
case471_ds_C0_DEFAULT_N4096_q4_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,1,80,7546.5,11974.6,1475.4,5.6,1401.5
case472_ds_C0_DEFAULT_N4096_q4_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,2,80,7541.0,11983.2,1476.2,5.6,1404.6
case473_ds_C0_DEFAULT_N4096_q4_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,3,80,7531.4,11975.1,1474.5,5.6,1404.5
case474_ds_C0_DEFAULT_N4096_q4_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,4,80,7533.6,11930.7,1466.2,5.6,1399.9
case475_ds_C0_DEFAULT_N4096_q4_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,4,5,80,7572.8,12011.8,1478.1,5.6,1401.7
case476_d1_C0_DEFAULT_N4096_q4_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,4,1,80,7549.3,11992.9,1479.8,5.6,1405.3
case477_d1_C0_DEFAULT_N4096_q4_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,4,2,80,7533.1,11973.3,1476.9,5.6,1401.8
case478_d1_C0_DEFAULT_N4096_q4_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,4,3,80,7538.8,11965.4,1472.4,5.6,1400.7
case479_d1_C0_DEFAULT_N4096_q4_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,4,4,80,7530.4,11970.5,1475.1,5.6,1401.7
case480_d1_C0_DEFAULT_N4096_q4_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,4,5,80,7540.6,11982.2,1474.8,5.6,1404.1
case481_comm_C0_DEFAULT_N4096_q8_rep1,COMM_ONLY,RCCL,C0_DEFAULT,4096,8,1,80,547.3,4232.5,526.4,-2649.5,0.0
case482_comm_C0_DEFAULT_N4096_q8_rep2,COMM_ONLY,RCCL,C0_DEFAULT,4096,8,2,80,547.6,4231.0,526.1,-2648.3,0.0
case483_comm_C0_DEFAULT_N4096_q8_rep3,COMM_ONLY,RCCL,C0_DEFAULT,4096,8,3,80,548.6,4235.5,526.4,-2441.0,0.0
case484_comm_C0_DEFAULT_N4096_q8_rep4,COMM_ONLY,RCCL,C0_DEFAULT,4096,8,4,80,548.0,4232.9,526.2,-2650.4,0.0
case485_comm_C0_DEFAULT_N4096_q8_rep5,COMM_ONLY,RCCL,C0_DEFAULT,4096,8,5,80,548.4,4234.1,526.6,-2649.6,0.0
case486_comm_C2_RING_SIMPLE_CH8_N4096_q8_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,8,1,80,536.2,4159.9,517.5,-2604.0,0.0
case487_comm_C2_RING_SIMPLE_CH8_N4096_q8_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,8,2,80,536.9,4162.7,517.7,-2375.8,0.0
case488_comm_C2_RING_SIMPLE_CH8_N4096_q8_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,8,3,80,535.3,4159.9,517.7,-2386.8,0.0
case489_comm_C2_RING_SIMPLE_CH8_N4096_q8_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,8,4,80,536.3,4159.4,517.5,-2356.3,0.0
case490_comm_C2_RING_SIMPLE_CH8_N4096_q8_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,4096,8,5,80,535.6,4157.8,517.6,-2602.1,0.0
case491_gemm_C0_DEFAULT_N4096_q8_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,4096,8,1,80,0.0,0.0,0.0,3146.5,858.6
case492_gemm_C0_DEFAULT_N4096_q8_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,4096,8,2,80,0.0,0.0,0.0,3506.2,859.8
case493_gemm_C0_DEFAULT_N4096_q8_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,4096,8,3,80,0.0,0.0,0.0,3154.5,864.2
case494_gemm_C0_DEFAULT_N4096_q8_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,4096,8,4,80,0.0,0.0,0.0,3503.3,859.2
case495_gemm_C0_DEFAULT_N4096_q8_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,4096,8,5,80,0.0,0.0,0.0,3517.0,858.7
case496_r0_C0_DEFAULT_N4096_q8_rep1,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,8,1,80,4069.2,4069.2,,16.2,6777.5
case497_r0_C0_DEFAULT_N4096_q8_rep2,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,8,2,80,4063.2,4063.2,,16.2,6761.4
case498_r0_C0_DEFAULT_N4096_q8_rep3,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,8,3,80,4060.6,4060.6,,16.2,6763.1
case499_r0_C0_DEFAULT_N4096_q8_rep4,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,8,4,80,4061.6,4061.6,,16.2,6771.6
case500_r0_C0_DEFAULT_N4096_q8_rep5,R0_FULL_SERIAL,RCCL,C0_DEFAULT,4096,8,5,80,4059.4,4059.4,,16.2,6752.5
case501_rs_C0_DEFAULT_N4096_q8_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,8,1,80,580.1,10186.2,1371.8,10.4,821.8
case502_rs_C0_DEFAULT_N4096_q8_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,8,2,80,582.4,10181.2,1370.8,10.2,822.7
case503_rs_C0_DEFAULT_N4096_q8_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,8,3,80,568.1,10176.9,1371.9,10.4,822.7
case504_rs_C0_DEFAULT_N4096_q8_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,8,4,80,581.5,10187.8,1370.8,10.2,823.0
case505_rs_C0_DEFAULT_N4096_q8_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,4096,8,5,80,571.2,10177.8,1371.3,10.4,823.5
case506_r1_C0_DEFAULT_N4096_q8_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,8,1,80,581.3,5228.8,657.4,2003.7,978.0
case507_r1_C0_DEFAULT_N4096_q8_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,8,2,80,570.6,5228.1,657.2,2022.8,973.9
case508_r1_C0_DEFAULT_N4096_q8_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,8,3,80,572.0,5226.3,660.0,2030.7,977.1
case509_r1_C0_DEFAULT_N4096_q8_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,8,4,80,570.9,5231.1,659.8,2028.8,977.0
case510_r1_C0_DEFAULT_N4096_q8_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,4096,8,5,80,572.6,5238.9,659.5,1981.3,979.3
case511_r1_C2_RING_SIMPLE_CH8_N4096_q8_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,8,1,80,566.0,4933.0,588.0,1956.1,964.7
case512_r1_C2_RING_SIMPLE_CH8_N4096_q8_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,8,2,80,557.2,4923.6,588.5,1989.6,967.7
case513_r1_C2_RING_SIMPLE_CH8_N4096_q8_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,8,3,80,570.7,4924.1,587.2,1882.9,964.1
case514_r1_C2_RING_SIMPLE_CH8_N4096_q8_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,8,4,80,564.8,4916.3,588.2,1904.7,957.7
case515_r1_C2_RING_SIMPLE_CH8_N4096_q8_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,4096,8,5,80,559.2,4916.0,586.2,1931.2,961.5
case516_fc_C0_DEFAULT_N4096_q8_rep1,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,8,1,80,11610.2,11610.2,,-11610.2,0.0
case517_fc_C0_DEFAULT_N4096_q8_rep2,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,8,2,80,11590.0,11590.0,,-11590.0,0.0
case518_fc_C0_DEFAULT_N4096_q8_rep3,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,8,3,80,11599.3,11599.3,,-11599.3,0.0
case519_fc_C0_DEFAULT_N4096_q8_rep4,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,8,4,80,11574.4,11574.4,,-11574.4,0.0
case520_fc_C0_DEFAULT_N4096_q8_rep5,FC_FCOLLECT_ONLY,DUSHMEM,C0_DEFAULT,4096,8,5,80,11621.3,11621.3,,-11621.3,0.0
case521_dc_C0_DEFAULT_N4096_q8_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,8,1,80,1361.4,11100.6,622.3,-7067.1,0.0
case522_dc_C0_DEFAULT_N4096_q8_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,8,2,80,1361.0,11042.7,700.8,-6535.2,0.0
case523_dc_C0_DEFAULT_N4096_q8_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,8,3,80,1359.3,11881.4,728.1,-5793.4,0.0
case524_dc_C0_DEFAULT_N4096_q8_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,8,4,80,1358.0,10924.2,607.6,-6516.9,0.0
case525_dc_C0_DEFAULT_N4096_q8_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,4096,8,5,80,1359.9,11707.1,664.8,-6169.0,0.0
case526_d0_C0_DEFAULT_N4096_q8_rep1,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,1,80,11575.9,11575.9,,16.3,6756.7
case527_d0_C0_DEFAULT_N4096_q8_rep2,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,2,80,11585.3,11585.3,,16.3,6747.3
case528_d0_C0_DEFAULT_N4096_q8_rep3,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,3,80,11575.0,11575.0,,16.3,6757.1
case529_d0_C0_DEFAULT_N4096_q8_rep4,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,4,80,11580.7,11580.7,,16.2,6739.7
case530_d0_C0_DEFAULT_N4096_q8_rep5,D0_FCOLLECT_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,5,80,11575.4,11575.4,,16.3,6752.2
case531_ds_C0_DEFAULT_N4096_q8_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,1,80,13990.1,20854.0,916.7,5.6,844.6
case532_ds_C0_DEFAULT_N4096_q8_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,2,80,13604.8,20878.8,918.8,5.6,846.5
case533_ds_C0_DEFAULT_N4096_q8_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,3,80,13368.4,20457.1,922.9,5.6,848.2
case534_ds_C0_DEFAULT_N4096_q8_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,4,80,13786.0,20827.1,920.3,5.6,846.0
case535_ds_C0_DEFAULT_N4096_q8_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,4096,8,5,80,13174.2,20274.6,919.3,5.6,844.8
case536_d1_C0_DEFAULT_N4096_q8_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,8,1,80,14231.0,21012.2,923.6,5.6,846.8
case537_d1_C0_DEFAULT_N4096_q8_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,8,2,80,13739.5,20605.5,915.7,5.6,844.6
case538_d1_C0_DEFAULT_N4096_q8_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,8,3,80,13637.6,21183.7,913.7,5.6,841.2
case539_d1_C0_DEFAULT_N4096_q8_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,8,4,80,13547.9,20755.7,921.1,5.6,845.3
case540_d1_C0_DEFAULT_N4096_q8_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,4096,8,5,80,13864.5,20537.8,914.7,5.6,844.8
case541_comm_C0_DEFAULT_N2048_q16_rep1,COMM_ONLY,RCCL,C0_DEFAULT,2048,16,1,80,311.3,4547.1,282.5,-2559.7,0.0
case542_comm_C0_DEFAULT_N2048_q16_rep2,COMM_ONLY,RCCL,C0_DEFAULT,2048,16,2,80,301.9,4542.6,282.5,-2443.1,0.0
case543_comm_C0_DEFAULT_N2048_q16_rep3,COMM_ONLY,RCCL,C0_DEFAULT,2048,16,3,80,310.5,4548.9,282.7,-2560.0,0.0
case544_comm_C0_DEFAULT_N2048_q16_rep4,COMM_ONLY,RCCL,C0_DEFAULT,2048,16,4,80,301.3,4545.3,282.8,-2560.3,0.0
case545_comm_C0_DEFAULT_N2048_q16_rep5,COMM_ONLY,RCCL,C0_DEFAULT,2048,16,5,80,302.1,4546.5,282.8,-2561.6,0.0
case546_comm_C2_RING_SIMPLE_CH8_N2048_q16_rep1,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,16,1,80,300.9,4510.3,280.6,-2541.5,0.0
case547_comm_C2_RING_SIMPLE_CH8_N2048_q16_rep2,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,16,2,80,298.7,4509.5,280.5,-2414.9,0.0
case548_comm_C2_RING_SIMPLE_CH8_N2048_q16_rep3,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,16,3,80,310.4,4522.6,280.9,-2545.3,0.0
case549_comm_C2_RING_SIMPLE_CH8_N2048_q16_rep4,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,16,4,80,313.9,4521.2,280.5,-2545.9,0.0
case550_comm_C2_RING_SIMPLE_CH8_N2048_q16_rep5,COMM_ONLY,RCCL,C2_RING_SIMPLE_CH8,2048,16,5,80,307.7,4513.5,280.5,-2541.5,0.0
case551_gemm_C0_DEFAULT_N2048_q16_rep1,GEMM_ONLY,RCCL,C0_DEFAULT,2048,16,1,80,0.0,0.0,0.0,1787.7,220.9
case552_gemm_C0_DEFAULT_N2048_q16_rep2,GEMM_ONLY,RCCL,C0_DEFAULT,2048,16,2,80,0.0,0.0,0.0,1856.9,220.6
case553_gemm_C0_DEFAULT_N2048_q16_rep3,GEMM_ONLY,RCCL,C0_DEFAULT,2048,16,3,80,0.0,0.0,0.0,1889.3,219.8
case554_gemm_C0_DEFAULT_N2048_q16_rep4,GEMM_ONLY,RCCL,C0_DEFAULT,2048,16,4,80,0.0,0.0,0.0,1850.7,220.9
case555_gemm_C0_DEFAULT_N2048_q16_rep5,GEMM_ONLY,RCCL,C0_DEFAULT,2048,16,5,80,0.0,0.0,0.0,1784.3,220.9
case556_rs_C0_DEFAULT_N2048_q16_rep1,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,16,1,80,334.4,8114.2,518.2,10.2,213.5
case557_rs_C0_DEFAULT_N2048_q16_rep2,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,16,2,80,335.7,8111.8,517.8,10.4,213.5
case558_rs_C0_DEFAULT_N2048_q16_rep3,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,16,3,80,336.9,8109.9,517.8,10.2,214.0
case559_rs_C0_DEFAULT_N2048_q16_rep4,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,16,4,80,334.2,8109.9,517.7,10.4,213.6
case560_rs_C0_DEFAULT_N2048_q16_rep5,RS_SLICE_SERIAL,RCCL,C0_DEFAULT,2048,16,5,80,334.0,8101.2,517.1,10.4,213.7
case561_r1_C0_DEFAULT_N2048_q16_rep1,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,16,1,80,330.2,5458.2,344.3,190.1,324.5
case562_r1_C0_DEFAULT_N2048_q16_rep2,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,16,2,80,331.0,5472.3,344.8,192.6,326.1
case563_r1_C0_DEFAULT_N2048_q16_rep3,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,16,3,80,332.0,5460.6,344.1,188.4,325.7
case564_r1_C0_DEFAULT_N2048_q16_rep4,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,16,4,80,329.8,5445.0,343.3,188.8,324.1
case565_r1_C0_DEFAULT_N2048_q16_rep5,R1_EVENT_OVERLAP,RCCL,C0_DEFAULT,2048,16,5,80,336.7,5460.7,343.8,189.3,324.3
case566_r1_C2_RING_SIMPLE_CH8_N2048_q16_rep1,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,16,1,80,325.9,5084.9,319.3,816.4,395.5
case567_r1_C2_RING_SIMPLE_CH8_N2048_q16_rep2,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,16,2,80,323.7,5080.4,319.1,819.0,394.5
case568_r1_C2_RING_SIMPLE_CH8_N2048_q16_rep3,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,16,3,80,327.5,5093.0,319.3,822.8,399.1
case569_r1_C2_RING_SIMPLE_CH8_N2048_q16_rep4,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,16,4,80,330.8,5093.7,319.0,816.8,393.3
case570_r1_C2_RING_SIMPLE_CH8_N2048_q16_rep5,R1_EVENT_OVERLAP,RCCL,C2_RING_SIMPLE_CH8,2048,16,5,80,324.2,5083.2,319.3,817.0,398.2
case571_dc_C0_DEFAULT_N2048_q16_rep1,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,16,1,80,661.7,15534.0,349.2,-9801.1,0.0
case572_dc_C0_DEFAULT_N2048_q16_rep2,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,16,2,80,4852.5,15029.5,329.2,-10492.4,0.0
case573_dc_C0_DEFAULT_N2048_q16_rep3,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,16,3,80,3811.4,15000.4,336.3,-10043.9,0.0
case574_dc_C0_DEFAULT_N2048_q16_rep4,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,16,4,80,9075.7,15101.6,328.6,-11337.8,0.0
case575_dc_C0_DEFAULT_N2048_q16_rep5,DC_PUSHSIG_ONLY,DUSHMEM,C0_DEFAULT,2048,16,5,80,670.3,14735.1,339.4,-9502.2,0.0
case576_ds_C0_DEFAULT_N2048_q16_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,16,1,80,15703.1,21812.2,303.5,5.6,239.5
case577_ds_C0_DEFAULT_N2048_q16_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,16,2,80,15829.4,21500.6,297.1,5.6,237.9
case578_ds_C0_DEFAULT_N2048_q16_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,16,3,80,14497.4,23446.6,305.4,5.6,240.0
case579_ds_C0_DEFAULT_N2048_q16_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,16,4,80,16010.9,23487.6,293.3,5.6,239.0
case580_ds_C0_DEFAULT_N2048_q16_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,16,5,80,14180.6,22332.2,298.3,5.6,240.8
case581_d1_C0_DEFAULT_N2048_q16_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,1,80,15657.7,22998.4,300.1,5.4,238.4
case582_d1_C0_DEFAULT_N2048_q16_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,2,80,15432.2,21691.9,296.6,5.6,241.5
case583_d1_C0_DEFAULT_N2048_q16_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,3,80,15527.2,23581.6,293.6,5.6,237.7
case584_d1_C0_DEFAULT_N2048_q16_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,4,80,15579.5,21834.6,305.2,5.6,240.8
case585_d1_C0_DEFAULT_N2048_q16_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,16,5,80,15937.7,21684.2,300.6,5.4,239.6
