case_id,path,family,candidate,M_local,N,K,q,rep,iterations,iteration_failures,status,t_release_first_max_us_p50,t_release_first_max_us_p05,t_release_first_max_us_p95,t_release_last_max_us_p50,t_release_last_max_us_p05,t_release_last_max_us_p95,t_done_max_us_p50,t_done_max_us_p05,t_done_max_us_p95,gemm_first_start_max_us_p50,gemm_first_start_max_us_p05,gemm_first_start_max_us_p95,gemm_last_end_max_us_p50,gemm_last_end_max_us_p05,gemm_last_end_max_us_p95,gemm_interval_max_us_p50,gemm_interval_max_us_p05,gemm_interval_max_us_p95,e2e_max_us_p50,e2e_max_us_p05,e2e_max_us_p95
case050_ds_C0_DEFAULT_N2048_q2_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,5,80,0,PASS,3920.104,3908.427,3953.058,8703.191,8663.193,8737.270,10217.603,10170.948,10257.202,3925.943,3914.187,3958.658,10148.878,10101.512,10187.269,6224.851,6149.734,6258.060,10218.645,10172.067,10260.561
case051_d1_C0_DEFAULT_N2048_q2_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,1,80,0,PASS,3917.620,3906.667,3931.619,8704.471,8662.393,8727.029,10213.666,10166.310,10351.897,3923.300,3912.420,3937.219,10143.510,10099.111,10223.425,6226.290,6174.693,6252.288,10214.785,10168.229,10356.377
case052_d1_C0_DEFAULT_N2048_q2_rep2,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,2,80,0,PASS,3918.984,3905.868,3956.577,8704.314,8663.992,9049.268,10217.665,10175.270,10552.706,3924.983,3911.307,3962.177,10144.639,10106.953,10486.310,6226.861,6183.333,7092.400,10218.785,10176.389,10554.627
case053_d1_C0_DEFAULT_N2048_q2_rep3,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,3,80,0,PASS,3917.942,3908.905,3973.062,8697.276,8664.313,8768.479,10206.394,10167.589,10280.075,3923.460,3914.345,3978.502,10138.315,10097.993,10205.359,6215.499,6173.101,6262.049,10207.352,10168.709,10283.435
case054_d1_C0_DEFAULT_N2048_q2_rep4,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,4,80,0,PASS,3918.343,3907.308,3960.904,8698.159,8668.168,10578.768,10210.547,10180.711,12093.883,3924.023,3912.747,3966.344,10141.279,10113.352,12027.646,6221.256,6182.693,7116.079,10212.066,10182.631,12095.003
case055_d1_C0_DEFAULT_N2048_q2_rep5,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,5,80,0,PASS,3916.503,3900.901,5558.568,8682.712,8633.436,11168.832,10184.877,10143.270,12666.030,3922.103,3906.500,5564.007,10117.832,10078.153,12600.754,6198.697,6157.894,8626.395,10185.605,10144.551,12667.149
case056_d1w_C0_DEFAULT_N2048_q2_rep1,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,1,80,0,PASS,3921.939,3904.268,3946.025,8681.353,8638.074,10979.864,10196.387,10159.428,12497.859,3945.378,3925.226,3965.864,10129.991,10093.672,12430.342,6188.858,6133.256,6258.848,10197.516,10163.589,12499.777
case057_d1w_C0_DEFAULT_N2048_q2_rep2,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,2,80,0,PASS,3916.985,3906.987,3937.694,8701.349,8665.496,8779.765,10214.064,10176.035,10313.924,3937.068,3926.824,3956.257,10146.158,10111.387,10242.553,6211.836,6178.408,6278.563,10215.264,10177.314,10315.044
case058_d1w_C0_DEFAULT_N2048_q2_rep3,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,3,80,0,PASS,3921.540,3904.261,3966.185,8686.473,8635.994,8754.708,10209.907,10155.909,10277.023,3941.782,3924.106,3984.743,10142.710,10089.194,10210.626,6205.571,6142.535,6258.849,10211.826,10157.509,10277.982
case059_d1w_C0_DEFAULT_N2048_q2_rep4,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,4,80,0,PASS,3920.747,3909.067,4090.010,8722.166,8687.833,11958.390,10245.273,10203.907,13470.626,3941.626,3929.380,4108.728,10172.950,10137.190,13404.230,6235.255,6196.452,9021.415,10247.673,10205.026,13472.546
case060_d1w_C0_DEFAULT_N2048_q2_rep5,D1W_WAITSTREAM_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,2,5,80,0,PASS,3917.060,3906.667,3938.499,8698.711,8651.033,8729.604,10215.586,10172.068,10257.345,3937.862,3925.380,3959.617,10147.749,10102.312,10188.866,6214.050,6159.974,6242.049,10216.704,10173.028,10258.624
case061_ds_C0_DEFAULT_N2048_q4_rep1,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,4,1,80,0,PASS,2032.209,2026.610,2133.160,9537.864,9364.771,12012.285,10348.557,10185.667,14516.622,2038.049,2032.529,2138.440,10280.001,10115.771,12751.444,8241.785,8073.961,10342.300,10349.676,10187.747,14517.583
case062_ds_C0_DEFAULT_N2048_q4_rep2,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,4,2,80,0,PASS,2037.408,2031.086,2077.323,9478.925,9334.196,13773.464,10298.301,10155.128,14595.817,2043.007,2036.686,2082.923,10228.546,10085.691,14518.382,8188.659,8049.482,11513.912,10299.511,10156.088,14596.938
case063_ds_C0_DEFAULT_N2048_q4_rep3,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,4,3,80,0,PASS,2032.847,2024.846,2054.925,9396.672,9283.158,12815.919,10234.225,10098.331,13625.474,2038.445,2030.446,2060.365,10166.628,10027.116,13556.998,8130.423,7996.831,12394.021,10236.145,10099.451,13626.594
case064_ds_C0_DEFAULT_N2048_q4_rep4,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,4,4,80,0,PASS,2034.289,2027.086,2105.962,9412.352,9236.761,11877.433,10230.546,10064.394,12717.067,2039.887,2032.845,2111.561,10164.309,9999.118,12648.591,8126.824,7963.393,10536.048,10231.505,10066.313,12715.788
case065_ds_C0_DEFAULT_N2048_q4_rep5,DS_PUSHSIG_SERIAL,DUSHMEM,C0_DEFAULT,2048,2048,2048,4,5,80,0,PASS,2033.010,2028.686,2045.169,9502.034,9345.891,11550.552,10324.301,10151.767,12358.505,2038.609,2034.285,2050.765,10255.984,10084.250,12291.949,8214.105,8045.468,9962.319,10325.340,10153.047,12359.465
case066_d1_C0_DEFAULT_N2048_q4_rep1,D1_PUSHSIG_OVERLAP,DUSHMEM,C0_DEFAULT,2048,2048,2048,4,1,80,0,PASS,2034.207,2027.250,2524.338,9487.395,9313.237,15674.319,10307.742,10146.630,16475.393,2039.729,2032.850,2529.778,10235.585,10079.434,16408.037,8199.859,8044.027,11411.838,10308.941,10148.550,16476.516
