case_id,phase,repetition,ranks,shape_id,m_local,n,k,q,path,candidate,status,sample_count,pass_count,raw_global_csv,e2e_p05,e2e_p50,e2e_p95,e2e_mean,e2e_std,e2e_cv,done_p05,done_p50,done_p95,release_first_p50,release_last_p50,gemm_interval_p50,release_window_ratio_p50,release_span_ratio_p50
capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C0_DEFAULT,capability,1,4,CAP,512,256,1024,1,comm,C0_DEFAULT,0,10,10,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C0_DEFAULT/raw_global_samples.csv,566.111550,572.135000,585.191000,574.071100,6.944022,1.209610,560.583550,566.615000,579.823450,561.255000,561.255000,0.000000,0.960406,0.000000
capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C1_RING_SIMPLE_CH4,capability,1,4,CAP,512,256,1024,1,comm,C1_RING_SIMPLE_CH4,0,10,10,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,570.208000,574.207500,586.479000,576.495400,6.113771,1.060506,564.696000,568.768000,580.879450,563.248500,563.248500,0.000000,0.958746,0.000000
capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C2_RING_SIMPLE_CH8,capability,1,4,CAP,512,256,1024,1,comm,C2_RING_SIMPLE_CH8,0,10,10,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,562.736550,570.447500,579.799000,570.367900,5.994641,1.051013,557.136550,565.088000,574.359450,559.728000,559.728000,0.000000,0.960237,0.000000
discovery_b0_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT,discovery_b0,1,4,S01_COMM_LEAN,2048,128,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,4300.738400,4332.876000,4355.387550,4330.525540,17.569013,0.405702,3986.335900,4009.855000,4034.597000,4003.695000,4003.695000,302.864000,0.148278,0.000000
discovery_b0_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT,discovery_b0,1,4,S02_BALANCE,2048,512,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,4792.019000,4828.289000,4867.566900,4833.543860,38.182099,0.789940,3992.320000,4023.374500,4053.988000,4017.455000,4017.455000,793.235000,0.151153,0.000000
discovery_b0_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT,discovery_b0,1,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,6110.639050,6136.941000,6185.212450,6186.957580,340.000797,5.495444,3985.384000,4007.854500,4054.868000,4001.935500,4001.935500,2122.604500,0.151582,0.000000
discovery_b0_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT,discovery_b0,2,4,S01_COMM_LEAN,2048,128,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,4304.669450,4327.040000,4368.449550,4374.687340,315.209934,7.205313,3990.378350,4014.581000,4045.554100,4008.418500,4008.418500,302.934500,0.150538,0.000000
discovery_b0_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT,discovery_b0,2,4,S02_BALANCE,2048,512,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,4796.238950,4817.398000,4856.303550,4871.055660,362.154047,7.434816,3991.444700,4012.045000,4041.096100,4005.963000,4005.963000,792.388500,0.148170,0.000000
discovery_b0_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT,discovery_b0,2,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r2_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,6106.827000,6136.140500,6171.356550,6137.217020,20.418695,0.332703,3982.755400,4011.055000,4045.988450,4005.455000,4005.455000,2118.682500,0.152130,0.000000
discovery_b0_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT,discovery_b0,3,4,S01_COMM_LEAN,2048,128,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,4301.534000,4327.437500,4373.458450,4416.597560,427.956804,9.689740,3982.000000,4009.935000,4055.444450,4004.095000,4004.095000,302.863000,0.148452,0.000000
discovery_b0_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT,discovery_b0,3,4,S02_BALANCE,2048,512,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,4797.818550,4815.089500,4874.813450,4866.306100,301.827567,6.202396,3997.258600,4009.535000,4049.620000,4003.854500,4003.854500,792.755500,0.151572,0.000000
discovery_b0_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT,discovery_b0,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b0_C0_DEFAULT/raw_global_samples.csv,6122.195550,6143.894500,6195.771450,6189.884780,301.366467,4.868693,3989.432000,4019.134000,4068.947000,4013.054500,4013.054500,2122.522500,0.155032,0.000000
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C0_DEFAULT,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,1,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C0_DEFAULT/raw_global_samples.csv,3888.573550,3911.060500,3924.539000,3954.195520,324.043345,8.194925,3882.973550,3905.540500,3919.099450,3899.941500,3899.941500,0.000000,0.143043,0.000000
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,1,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,3887.382000,3911.380500,3934.331450,3910.738600,14.866196,0.380138,3881.782000,3905.940500,3928.820000,3900.421500,3900.421500,0.000000,0.139654,0.000000
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,1,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3824.931700,3836.104500,3857.063450,3837.852380,9.928092,0.258689,3819.492700,3830.505000,3851.391450,3825.065500,3825.065500,0.000000,0.142248,0.000000
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C0_DEFAULT,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,2,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C0_DEFAULT/raw_global_samples.csv,3954.698000,3961.297000,3970.529000,3961.704320,5.024678,0.126831,3949.186000,3955.697500,3965.017000,1977.809000,3950.337500,0.000000,49.995964,49.857408
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,2,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,3948.938000,3957.777500,3966.345000,3957.921920,5.433529,0.137282,3943.482450,3952.258500,3960.745450,1974.929000,3946.739000,0.000000,50.030344,49.892708
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,2,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3883.341550,3896.821500,3955.285750,3989.485060,438.550356,10.992656,3877.830000,3891.302000,3949.686750,1945.010500,3885.862500,0.000000,50.012359,49.870280
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C0_DEFAULT,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,4,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C0_DEFAULT/raw_global_samples.csv,4026.406000,4030.333500,4041.557000,4031.537180,5.154499,0.127854,4020.950550,4024.974500,4036.045550,1007.783000,4019.534500,0.000000,74.961229,74.824486
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,4,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4026.653450,4031.853500,4053.244000,4034.589180,7.797375,0.193263,4021.197550,4026.333500,4047.804450,1008.423000,4020.893500,0.000000,74.942826,74.807125
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,4,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3973.332000,3979.025500,4005.298650,3989.419460,52.720779,1.321515,3967.731000,3973.584500,3999.770100,995.940000,3968.063500,0.000000,74.935000,74.796436
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C0_DEFAULT,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,8,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C0_DEFAULT/raw_global_samples.csv,4190.060900,4196.324500,4205.652000,4240.376740,312.067010,7.359417,4184.621450,4190.645000,4200.212000,526.770500,4185.125000,0.000000,87.424829,87.296338
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,8,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4197.116000,4206.084000,4220.043450,4206.701280,6.851173,0.162863,4191.660000,4200.644500,4214.443450,537.809500,4195.044500,0.000000,87.197938,87.068047
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S01_COMM_LEAN,2048,128,2048,8,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4157.119450,4164.170000,4178.270000,4165.190740,6.046144,0.145159,4151.751450,4158.650500,4172.670000,531.730500,4153.050500,0.000000,87.220508,87.086917
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C0_DEFAULT,discovery_comm,1,4,S02_BALANCE,2048,512,2048,1,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C0_DEFAULT/raw_global_samples.csv,3900.232750,3911.140500,3957.908600,3919.647100,37.645859,0.960440,3894.793300,3905.620500,3952.469150,3900.101000,3900.101000,0.000000,0.140572,0.000000
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S02_BALANCE,2048,512,2048,1,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,3895.632400,3912.664500,3931.971000,3958.649340,333.226587,8.417684,3890.105400,3907.144500,3926.531000,3901.544500,3901.544500,0.000000,0.139549,0.000000
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S02_BALANCE,2048,512,2048,1,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3824.873550,3835.785000,3850.642850,3836.582700,8.647636,0.225399,3819.361550,3830.265000,3845.131300,3824.665000,3824.665000,0.000000,0.142353,0.000000
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C0_DEFAULT,discovery_comm,1,4,S02_BALANCE,2048,512,2048,2,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C0_DEFAULT/raw_global_samples.csv,3955.033550,3962.337500,3975.616450,3963.470740,6.118766,0.154379,3949.753550,3956.897500,3970.264450,1979.009500,3951.378000,0.000000,49.976776,49.837484
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S02_BALANCE,2048,512,2048,2,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,3954.414300,3965.377500,4027.094350,3973.378200,27.019886,0.680023,3949.046300,3959.858000,4021.510900,1981.168500,3954.178000,0.000000,50.002989,49.859701
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S02_BALANCE,2048,512,2048,2,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3885.453550,3889.544500,3904.940450,3977.028200,426.538880,10.725066,3879.942000,3883.945500,3899.341450,1943.891000,3878.662000,0.000000,49.961863,49.817879
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C0_DEFAULT,discovery_comm,1,4,S02_BALANCE,2048,512,2048,4,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C0_DEFAULT/raw_global_samples.csv,4030.640700,4035.053500,4049.981000,4037.012840,7.688253,0.190444,4025.128700,4029.454000,4044.469450,1012.263000,4024.014000,0.000000,74.888364,74.753834
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S02_BALANCE,2048,512,2048,4,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4028.557000,4034.333000,4050.743600,4037.467060,16.479987,0.408176,4023.118000,4028.733500,4045.375600,1011.943500,4023.213500,0.000000,74.882822,74.747710
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S02_BALANCE,2048,512,2048,4,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3979.438000,3984.167500,3996.949550,4032.515640,336.566875,8.346325,3973.995450,3978.645500,3991.435100,1000.284000,3973.123000,0.000000,74.860627,74.724302
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C0_DEFAULT,discovery_comm,1,4,S02_BALANCE,2048,512,2048,8,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C0_DEFAULT/raw_global_samples.csv,4196.604000,4202.004000,4220.587000,4204.702360,10.376883,0.246792,4191.092000,4196.484500,4215.059450,531.250000,4190.964500,0.000000,87.339627,87.209886
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S02_BALANCE,2048,512,2048,8,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4199.181100,4203.365000,4217.035000,4206.151560,12.840618,0.305282,4193.581550,4197.764500,4211.667550,533.090000,4192.165000,0.000000,87.300532,87.170880
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S02_BALANCE,2048,512,2048,8,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4163.129600,4170.806000,4283.103900,4188.066280,41.488111,0.990627,4157.518000,4165.286000,4277.664450,528.290000,4159.766500,0.000000,87.334832,87.202029
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_comm_C0_DEFAULT,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,1,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_comm_C0_DEFAULT/raw_global_samples.csv,3893.360700,3918.264000,3936.382300,3915.855000,13.052177,0.333316,3887.833150,3912.664000,3930.942850,3907.144500,3907.144500,0.000000,0.139395,0.000000
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,1,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,3894.686000,3916.500000,3939.787000,3915.755440,15.297357,0.390662,3889.158000,3910.980500,3934.347000,3905.380500,3905.380500,0.000000,0.139681,0.000000
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,1,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3836.393000,3847.624000,3873.391000,3904.565120,341.683597,8.750875,3830.937000,3842.027500,3867.791000,3836.584500,3836.584500,0.000000,0.143415,0.000000
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_comm_C0_DEFAULT,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,2,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_comm_C0_DEFAULT/raw_global_samples.csv,3960.156600,3968.016500,3980.944550,4013.029300,310.220322,7.730328,3954.644600,3962.497500,3975.344550,1983.730500,3957.058000,0.000000,49.935407,49.798127
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,2,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,3961.753550,3966.657000,3989.927450,4054.540500,426.694462,10.523867,3956.154000,3961.137000,3984.415900,1983.488500,3955.697500,0.000000,49.937445,49.796964
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_comm_C2_RING_SIMPLE_CH8,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,2,comm,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q2_comm_C2_RING_SIMPLE_CH8/raw_global_samples.csv,3889.513300,3894.420500,3902.533100,3945.756740,360.767717,9.143182,3884.001850,3888.901000,3897.109550,1947.571000,3883.221500,0.000000,49.917642,49.774648
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_comm_C0_DEFAULT,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,4,comm,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_comm_C0_DEFAULT/raw_global_samples.csv,4035.030000,4041.133500,4059.460000,4087.101820,311.150495,7.612986,4029.662000,4035.694000,4053.860450,1016.103000,4030.174500,0.000000,74.828533,74.694108
discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_comm_C1_RING_SIMPLE_CH4,discovery_comm,1,4,S03_COMPUTE_LEAN,2048,2048,2048,4,comm,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q4_comm_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4035.937900,4039.620000,4062.588350,4129.554720,434.040507,10.510589,4030.410200,4034.098500,4057.074350,1015.627500,4028.657000,0.000000,74.829104,74.690426
