case_id,phase,repetition,ranks,shape_id,m_local,n,k,q,path,candidate,status,sample_count,pass_count,raw_global_csv,e2e_p05,e2e_p50,e2e_p95,e2e_mean,e2e_std,e2e_cv,done_p05,done_p50,done_p95,release_first_p50,release_last_p50,gemm_interval_p50,release_window_ratio_p50,release_span_ratio_p50
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,1,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4263.024450,4288.239500,4368.979000,4298.763880,33.709555,0.784169,3938.251000,3960.898500,4033.525450,3954.818000,3954.818000,321.262500,0.155968,0.000000
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,2,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT/raw_global_samples.csv,4368.626450,4385.593500,4407.880450,4395.154620,52.184535,1.187320,4221.331000,4237.122000,4257.664450,2041.165000,4230.802000,2330.191000,51.805299,51.652573
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,2,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4356.115000,4374.154000,4400.080450,4373.856500,13.697856,0.313176,4208.387550,4225.922500,4243.825550,2032.765000,4219.923000,2326.429000,51.839507,51.691965
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,2,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4281.503000,4295.679000,4317.229550,4297.108860,10.153547,0.236288,4133.807550,4147.926000,4170.341550,1997.808000,4141.927000,2286.272000,51.826665,51.677188
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,2,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,4197.908550,4209.684000,4223.914550,4212.518760,17.868511,0.424176,4050.293000,4061.692500,4075.427000,2035.886000,4055.373000,2160.359000,49.874891,49.723433
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,2,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4195.004450,4210.722500,4248.737550,4264.688460,361.472354,8.475938,4046.789000,4062.571500,4100.833550,2037.406000,4056.251500,2163.238500,49.868303,49.717910
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,2,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4103.841450,4111.609500,4138.857500,4115.906720,15.264222,0.370859,3956.633450,3963.857500,3984.072550,1999.088000,3957.778000,2100.042000,49.589224,49.435819
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,4,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT/raw_global_samples.csv,4733.038000,4744.453500,4765.556450,4790.099280,307.073413,6.410586,4587.534000,4598.381500,4621.332550,1041.462500,4592.062000,3690.352500,77.369989,77.223983
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,4,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4725.710550,4738.374000,4759.892000,4825.965880,436.038022,9.035249,4580.367000,4591.741500,4611.692450,1040.741000,4585.421500,3684.832500,77.335437,77.199227
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,4,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4668.544550,4688.776500,4709.303450,4689.141520,13.397486,0.285713,4522.961550,4542.869000,4563.447450,1030.822000,4536.469500,3645.315000,77.331527,77.189608
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,4,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT/raw_global_samples.csv,4300.298950,4307.279000,4316.894000,4350.492380,301.409869,6.928178,4154.079450,4162.327000,4170.750000,1039.781000,4156.087000,3255.098000,75.037930,74.886255
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,4,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4312.469450,4324.316500,4340.715900,4411.150680,431.559417,9.783375,4171.310000,4179.845000,4201.299550,1052.101000,4173.685000,3267.976000,74.813601,74.662178
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,4,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4216.139450,4223.204000,4235.579000,4228.761900,45.336791,1.072106,4070.811900,4076.812000,4088.979000,1036.262000,4070.652000,3180.942000,74.581796,74.429351
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,8,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT/raw_global_samples.csv,5063.503300,5073.722000,5082.723300,5073.819740,5.871209,0.115716,4974.257300,4985.251000,4993.605300,554.307500,4978.771500,4513.248500,88.874106,88.747364
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,8,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5065.911600,5075.844500,5132.817800,5082.465780,31.174104,0.613366,4977.286100,4986.535000,5043.443800,550.504500,4980.372500,4515.818000,88.976006,88.847149
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,8,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5031.229000,5038.596000,5055.948450,5085.890480,326.203403,6.413890,4941.938550,4949.641500,4966.657450,551.729000,4943.002000,4482.787500,88.850587,88.721115
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,8,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,4489.904000,4497.354500,4512.346200,4499.493940,10.244833,0.227689,4400.496550,4408.675500,4423.378650,558.728000,4402.112500,3935.506000,87.332525,87.184088
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,8,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4485.759750,4501.031000,4571.087250,4590.784220,426.729085,9.295342,4395.988750,4410.955500,4445.777250,555.169000,4404.553000,3937.225000,87.432197,87.292065
discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S01_COMM_LEAN,2048,128,2048,8,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4407.404850,4415.676000,4427.122700,4416.511340,6.757920,0.153015,4318.782000,4326.721000,4335.527700,547.570000,4320.005000,3858.024000,87.343520,87.187317
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,1,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C0_DEFAULT/raw_global_samples.csv,4848.319450,4879.246000,4922.810550,4929.582360,346.000416,7.018859,3986.809000,4014.255000,4052.308450,4008.095000,4008.095000,855.631500,0.155868,0.000000
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,1,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5087.006600,5150.595000,5200.712050,5145.047720,36.190157,0.703398,4227.459000,4290.239000,4333.932000,4284.000000,4284.000000,855.313000,0.148516,0.000000
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,1,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4793.462450,4813.895000,4862.548300,4860.793060,315.988355,6.500757,3934.520900,3951.352000,3977.068000,3945.269500,3945.269500,855.340000,0.157962,0.000000
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,1,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C0_DEFAULT/raw_global_samples.csv,4846.844400,4873.326000,4935.451000,4928.760260,335.855148,6.814191,3985.763150,4010.014500,4058.347450,4003.694500,4003.694500,853.473500,0.156456,0.000000
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,1,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4850.486750,4877.806500,4928.205550,4880.568300,26.094244,0.534656,3989.294100,4009.551000,4043.176900,4003.229000,4003.229000,855.771000,0.158592,0.000000
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,1,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4792.941000,4815.719500,4952.331300,4876.365760,325.365590,6.672297,3933.385350,3950.789500,4086.337750,3944.469000,3944.469000,855.730000,0.157303,0.000000
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,2,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C0_DEFAULT/raw_global_samples.csv,4807.810000,4825.488500,4842.552000,4874.625260,349.527639,7.170349,4434.071000,4451.430000,4470.077000,2035.485500,4445.190500,2776.328500,54.281559,54.139476
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,2,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4808.176900,4820.449000,4837.544450,4861.512260,295.703159,6.082534,4433.158450,4446.230000,4464.068550,2031.966000,4440.150500,2774.084500,54.274865,54.139841
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,2,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4738.150100,4755.893000,4767.957000,4754.216420,9.776246,0.205633,4364.171550,4381.273500,4394.577450,1998.447500,4375.114000,2741.206500,54.372583,54.227050
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,2,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C0_DEFAULT/raw_global_samples.csv,4420.528450,4436.232000,4453.405900,4482.766680,328.372385,7.325217,4047.117450,4062.572500,4079.538450,2037.245500,4056.412500,2384.507000,49.845620,49.698101
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,2,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4415.991550,4430.551500,4443.551450,4473.307340,301.708757,6.744646,4044.453550,4058.252000,4069.387450,2032.686500,4052.252000,2386.186500,49.908194,49.756487
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,2,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4334.445000,4349.515500,4396.498450,4356.315660,25.602054,0.587700,3959.554000,3974.418000,4021.871450,2005.327500,3967.858000,2330.030500,49.562489,49.403581
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,4,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT/raw_global_samples.csv,4944.234000,4953.401500,4963.593450,5004.173240,359.488136,7.183767,4746.365000,4755.492500,4766.132000,1041.781000,4749.173000,3897.221000,78.104977,77.970428
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,4,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4942.506000,4954.762000,5016.566350,5004.755660,323.369545,6.461245,4745.605000,4757.093000,4818.417350,1042.261500,4750.693000,3899.380500,78.115306,77.977621
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,4,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4889.677550,4901.724500,5020.254350,4956.326680,314.604516,6.347534,4692.448000,4704.295000,4822.921350,1032.902000,4697.896000,3857.546500,78.057295,77.921124
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,4,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT/raw_global_samples.csv,4282.942550,4291.520000,4303.137600,4292.813180,6.625167,0.154332,4086.401450,4094.811000,4104.445400,1040.181500,4088.090500,3238.699000,74.596442,74.439675
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,4,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4287.975550,4302.318000,4635.283350,4351.698260,117.223655,2.693745,4089.802550,4104.889500,4437.878350,1046.422000,4098.569500,3241.177500,74.502069,74.342683
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,4,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4332.204550,4341.516500,4364.331550,4386.013140,306.723371,6.993216,4069.571000,4076.571500,4092.145550,1033.221500,4070.971500,3295.494500,74.678087,74.540886
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,8,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT/raw_global_samples.csv,5993.798500,6004.557000,6103.099000,6106.744380,439.178559,7.191697,5787.631050,5798.566000,5896.858550,549.392500,5792.164000,5444.529500,90.539694,90.426457
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,8,b1,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4/raw_global_samples.csv,5994.143000,6024.392000,6106.735050,6111.245200,412.555890,6.750766,5788.538000,5814.873500,5901.338500,549.090500,5808.718500,5465.143000,90.557176,90.447290
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,8,b1,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8/raw_global_samples.csv,5953.650000,5997.583500,6459.917300,6068.165700,306.710888,5.054425,5747.597000,5788.794500,6254.033300,545.889500,5782.555500,5434.734500,90.564928,90.455964
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,8,h0,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT/raw_global_samples.csv,4549.737000,4559.184500,4601.966000,4607.268760,317.834451,6.898544,4343.757000,4352.876500,4366.547000,559.008500,4345.917000,3996.423000,87.165515,87.012003
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,8,h0,C1_RING_SIMPLE_CH4,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4/raw_global_samples.csv,4546.768550,4561.505000,4639.252350,4651.378900,417.954967,8.985614,4340.612550,4353.516500,4434.775350,550.449500,4347.116500,3995.377000,87.356852,87.203759
discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8,discovery_overlap,3,4,S02_BALANCE,2048,512,2048,8,h0,C2_RING_SIMPLE_CH8,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8/raw_global_samples.csv,4527.874550,4570.383500,4622.436900,4611.326860,314.585902,6.822026,4314.637000,4327.361000,4365.147450,544.770000,4320.001000,4007.695000,87.413487,87.216660
discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C0_DEFAULT,discovery_overlap,3,4,S03_COMPUTE_LEAN,2048,2048,2048,1,b1,C0_DEFAULT,0,50,50,/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r3_S03_COMPUTE_LEAN_p4_m2048_n2048_k2048_q1_b1_C0_DEFAULT/raw_global_samples.csv,6348.996100,6381.087500,6413.007000,6424.893480,320.573198,4.989549,3981.787850,4013.934000,4052.044000,4007.774500,4007.774500,2367.391000,0.156078,0.000000
