case_id	phase	repetition	ranks	shape_id	m_local	n	k	q	path	candidate	status	started_utc	ended_utc	case_dir
capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C0_DEFAULT	capability	1	4	CAP	512	256	1024	1	comm	C0_DEFAULT	0	2026-08-31T09:50:11Z	2026-08-31T09:50:23Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C0_DEFAULT
capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C1_RING_SIMPLE_CH4	capability	1	4	CAP	512	256	1024	1	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T09:50:23Z	2026-08-31T09:50:34Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C1_RING_SIMPLE_CH4
capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C2_RING_SIMPLE_CH8	capability	1	4	CAP	512	256	1024	1	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T09:50:35Z	2026-08-31T09:50:47Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/capability_r1_CAP_p4_m512_n256_k1024_q1_comm_C2_RING_SIMPLE_CH8
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C0_DEFAULT	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	1	comm	C0_DEFAULT	0	2026-08-31T09:50:47Z	2026-08-31T09:50:59Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	1	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T09:51:00Z	2026-08-31T09:51:12Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	1	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T09:51:12Z	2026-08-31T09:51:24Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_gemm_C0_DEFAULT	discovery_gemm	1	4	S01_COMM_LEAN	2048	128	2048	1	gemm	C0_DEFAULT	0	2026-08-31T09:51:24Z	2026-08-31T09:51:36Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_gemm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C0_DEFAULT	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	2	comm	C0_DEFAULT	0	2026-08-31T09:51:36Z	2026-08-31T09:51:48Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	2	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T09:51:48Z	2026-08-31T09:52:00Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	2	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T09:52:00Z	2026-08-31T09:52:13Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_gemm_C0_DEFAULT	discovery_gemm	1	4	S01_COMM_LEAN	2048	128	2048	2	gemm	C0_DEFAULT	0	2026-08-31T09:52:13Z	2026-08-31T09:52:25Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_gemm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C0_DEFAULT	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	4	comm	C0_DEFAULT	0	2026-08-31T09:52:25Z	2026-08-31T09:52:37Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	4	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T09:52:37Z	2026-08-31T09:52:49Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	4	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T09:52:49Z	2026-08-31T09:53:02Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_gemm_C0_DEFAULT	discovery_gemm	1	4	S01_COMM_LEAN	2048	128	2048	4	gemm	C0_DEFAULT	0	2026-08-31T09:53:02Z	2026-08-31T09:53:14Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_gemm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C0_DEFAULT	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	8	comm	C0_DEFAULT	0	2026-08-31T09:53:14Z	2026-08-31T09:53:26Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C0_DEFAULT
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	8	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T09:53:26Z	2026-08-31T09:53:38Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S01_COMM_LEAN	2048	128	2048	8	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T09:53:38Z	2026-08-31T09:53:51Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_gemm_C0_DEFAULT	discovery_gemm	1	4	S01_COMM_LEAN	2048	128	2048	8	gemm	C0_DEFAULT	0	2026-08-31T09:53:51Z	2026-08-31T09:54:03Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_gemm_C0_DEFAULT
discovery_b0_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT	discovery_b0	1	4	S01_COMM_LEAN	2048	128	2048	1	b0	C0_DEFAULT	0	2026-08-31T09:54:03Z	2026-08-31T09:54:15Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	1	b1	C0_DEFAULT	0	2026-08-31T09:54:15Z	2026-08-31T09:54:27Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	1	h0	C0_DEFAULT	0	2026-08-31T09:54:27Z	2026-08-31T09:54:40Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	1	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T09:54:40Z	2026-08-31T09:54:52Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	1	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T09:54:52Z	2026-08-31T09:55:04Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	1	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T09:55:04Z	2026-08-31T09:55:17Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	1	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T09:55:17Z	2026-08-31T09:55:30Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	2	b1	C0_DEFAULT	0	2026-08-31T09:55:30Z	2026-08-31T09:55:42Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	2	h0	C0_DEFAULT	0	2026-08-31T09:55:42Z	2026-08-31T09:55:54Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	2	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T09:55:54Z	2026-08-31T09:56:07Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	2	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T09:56:07Z	2026-08-31T09:56:19Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	2	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T09:56:19Z	2026-08-31T09:56:32Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	2	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T09:56:32Z	2026-08-31T09:56:44Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q2_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	4	b1	C0_DEFAULT	0	2026-08-31T09:56:44Z	2026-08-31T09:56:57Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	4	h0	C0_DEFAULT	0	2026-08-31T09:56:57Z	2026-08-31T09:57:09Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	4	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T09:57:09Z	2026-08-31T09:57:21Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	4	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T09:57:21Z	2026-08-31T09:57:33Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	4	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T09:57:33Z	2026-08-31T09:57:46Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	4	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T09:57:46Z	2026-08-31T09:57:59Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q4_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	8	b1	C0_DEFAULT	0	2026-08-31T09:57:59Z	2026-08-31T09:58:11Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	8	h0	C0_DEFAULT	0	2026-08-31T09:58:11Z	2026-08-31T09:58:23Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C0_DEFAULT
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	8	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T09:58:23Z	2026-08-31T09:58:36Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T09:58:36Z	2026-08-31T09:58:48Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T09:58:48Z	2026-08-31T09:59:01Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S01_COMM_LEAN	2048	128	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T09:59:01Z	2026-08-31T09:59:14Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S01_COMM_LEAN_p4_m2048_n128_k2048_q8_h0_C2_RING_SIMPLE_CH8
discovery_b0_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT	discovery_b0	2	4	S01_COMM_LEAN	2048	128	2048	1	b0	C0_DEFAULT	0	2026-08-31T09:59:14Z	2026-08-31T09:59:26Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b0_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	1	b1	C0_DEFAULT	0	2026-08-31T09:59:26Z	2026-08-31T09:59:38Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	1	h0	C0_DEFAULT	0	2026-08-31T09:59:38Z	2026-08-31T09:59:50Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_h0_C0_DEFAULT
discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S01_COMM_LEAN	2048	128	2048	1	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T09:59:50Z	2026-08-31T10:00:02Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S01_COMM_LEAN_p4_m2048_n128_k2048_q1_b1_C1_RING_SIMPLE_CH4
