case_id	phase	repetition	ranks	shape_id	m_local	n	k	q	path	candidate	status	started_utc	ended_utc	case_dir
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S02_BALANCE	2048	512	2048	4	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T10:11:25Z	2026-08-31T10:11:38Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S02_BALANCE	2048	512	2048	4	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T10:11:38Z	2026-08-31T10:11:50Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_gemm_C0_DEFAULT	discovery_gemm	1	4	S02_BALANCE	2048	512	2048	4	gemm	C0_DEFAULT	0	2026-08-31T10:11:50Z	2026-08-31T10:12:02Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_gemm_C0_DEFAULT
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C0_DEFAULT	discovery_comm	1	4	S02_BALANCE	2048	512	2048	8	comm	C0_DEFAULT	0	2026-08-31T10:12:02Z	2026-08-31T10:12:15Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C0_DEFAULT
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C1_RING_SIMPLE_CH4	discovery_comm	1	4	S02_BALANCE	2048	512	2048	8	comm	C1_RING_SIMPLE_CH4	0	2026-08-31T10:12:15Z	2026-08-31T10:12:27Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C1_RING_SIMPLE_CH4
discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C2_RING_SIMPLE_CH8	discovery_comm	1	4	S02_BALANCE	2048	512	2048	8	comm	C2_RING_SIMPLE_CH8	0	2026-08-31T10:12:27Z	2026-08-31T10:12:40Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_comm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_comm_C2_RING_SIMPLE_CH8
discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_gemm_C0_DEFAULT	discovery_gemm	1	4	S02_BALANCE	2048	512	2048	8	gemm	C0_DEFAULT	0	2026-08-31T10:12:40Z	2026-08-31T10:12:51Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_gemm_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_gemm_C0_DEFAULT
discovery_b0_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT	discovery_b0	1	4	S02_BALANCE	2048	512	2048	1	b0	C0_DEFAULT	0	2026-08-31T10:12:51Z	2026-08-31T10:13:04Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	1	b1	C0_DEFAULT	0	2026-08-31T10:13:04Z	2026-08-31T10:13:16Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	1	h0	C0_DEFAULT	0	2026-08-31T10:13:16Z	2026-08-31T10:13:28Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	1	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:13:28Z	2026-08-31T10:13:41Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	1	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:13:41Z	2026-08-31T10:13:53Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	1	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:13:53Z	2026-08-31T10:14:06Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	1	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:14:06Z	2026-08-31T10:14:19Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	2	b1	C0_DEFAULT	0	2026-08-31T10:14:19Z	2026-08-31T10:14:31Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	2	h0	C0_DEFAULT	0	2026-08-31T10:14:31Z	2026-08-31T10:14:43Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	2	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:14:43Z	2026-08-31T10:14:55Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	2	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:14:55Z	2026-08-31T10:15:07Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	2	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:15:07Z	2026-08-31T10:15:20Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	2	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:15:20Z	2026-08-31T10:15:33Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	4	b1	C0_DEFAULT	0	2026-08-31T10:15:33Z	2026-08-31T10:15:46Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	4	h0	C0_DEFAULT	0	2026-08-31T10:15:46Z	2026-08-31T10:15:58Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	4	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:15:58Z	2026-08-31T10:16:10Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	4	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:16:10Z	2026-08-31T10:16:22Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	4	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:16:23Z	2026-08-31T10:16:35Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	4	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:16:35Z	2026-08-31T10:16:48Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	8	b1	C0_DEFAULT	0	2026-08-31T10:16:48Z	2026-08-31T10:17:00Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	8	h0	C0_DEFAULT	0	2026-08-31T10:17:01Z	2026-08-31T10:17:13Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	8	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:17:13Z	2026-08-31T10:17:25Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:17:25Z	2026-08-31T10:17:37Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:17:37Z	2026-08-31T10:17:50Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8	discovery_overlap	1	4	S02_BALANCE	2048	512	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:17:50Z	2026-08-31T10:18:03Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r1_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8
discovery_b0_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT	discovery_b0	2	4	S02_BALANCE	2048	512	2048	1	b0	C0_DEFAULT	0	2026-08-31T10:18:03Z	2026-08-31T10:18:15Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_b0_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b0_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	1	b1	C0_DEFAULT	0	2026-08-31T10:18:15Z	2026-08-31T10:18:27Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	1	h0	C0_DEFAULT	0	2026-08-31T10:18:27Z	2026-08-31T10:18:40Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	1	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:18:40Z	2026-08-31T10:18:52Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	1	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:18:52Z	2026-08-31T10:19:04Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	1	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:19:04Z	2026-08-31T10:19:17Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	1	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:19:17Z	2026-08-31T10:19:30Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q1_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	2	b1	C0_DEFAULT	0	2026-08-31T10:19:30Z	2026-08-31T10:19:42Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	2	h0	C0_DEFAULT	0	2026-08-31T10:19:42Z	2026-08-31T10:19:54Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	2	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:19:54Z	2026-08-31T10:20:07Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	2	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:20:07Z	2026-08-31T10:20:19Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	2	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:20:19Z	2026-08-31T10:20:32Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	2	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:20:32Z	2026-08-31T10:20:45Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q2_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	4	b1	C0_DEFAULT	0	2026-08-31T10:20:45Z	2026-08-31T10:20:57Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	4	h0	C0_DEFAULT	0	2026-08-31T10:20:57Z	2026-08-31T10:21:09Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	4	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:21:09Z	2026-08-31T10:21:22Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	4	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:21:22Z	2026-08-31T10:21:34Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	4	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:21:34Z	2026-08-31T10:21:47Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	4	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:21:47Z	2026-08-31T10:22:00Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q4_h0_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	8	b1	C0_DEFAULT	0	2026-08-31T10:22:00Z	2026-08-31T10:22:12Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	8	h0	C0_DEFAULT	0	2026-08-31T10:22:12Z	2026-08-31T10:22:24Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C0_DEFAULT
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	8	b1	C1_RING_SIMPLE_CH4	0	2026-08-31T10:22:24Z	2026-08-31T10:22:36Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	8	h0	C1_RING_SIMPLE_CH4	0	2026-08-31T10:22:37Z	2026-08-31T10:22:49Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C1_RING_SIMPLE_CH4
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	8	b1	C2_RING_SIMPLE_CH8	0	2026-08-31T10:22:49Z	2026-08-31T10:23:02Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_b1_C2_RING_SIMPLE_CH8
discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8	discovery_overlap	2	4	S02_BALANCE	2048	512	2048	8	h0	C2_RING_SIMPLE_CH8	0	2026-08-31T10:23:02Z	2026-08-31T10:23:15Z	/root/private_data/lyc/2ndpaper/results/k500sm_ai_gfx928_4gpu/phase1_release_20260831_100100/cases/discovery_overlap_r2_S02_BALANCE_p4_m2048_n512_k2048_q8_h0_C2_RING_SIMPLE_CH8
